countryname,year,AG_LND_AGRI_ZS,AG_LND_ARBL_HA_PC,AG_LND_CREL_HA,AG_LND_CROP_ZS,AG_LND_FRST_ZS,AG_LND_PRCP_MM,AG_PRD_CROP_XD,AG_PRD_FOOD_XD,AG_PRD_LVSK_XD,AG_YLD_CREL_KG,BG_GSR_NFSV_GD_ZS,BN_KLT_DINV_CD,BX_KLT_DINV_WD_GD_ZS,EG_CFT_ACCS_ZS,EG_ELC_ACCS_ZS,EG_ELC_FOSL_ZS,EG_ELC_RNEW_ZS,EG_FEC_RNEW_ZS,EG_IMP_CONS_ZS,EG_USE_COMM_CL_ZS,EG_USE_COMM_FO_ZS,EG_USE_PCAP_KG_OE,EN_ATM_PM25_MC_M3,EN_GHG_ALL_PC_CE_AR5,EN_GHG_CH4_AG_MT_CE_AR5,EN_GHG_CH4_BU_MT_CE_AR5,EN_GHG_CO2_AG_MT_CE_AR5,EN_GHG_CO2_BU_MT_CE_AR5,EN_GHG_N2O_AG_MT_CE_AR5,EN_GHG_N2O_BU_MT_CE_AR5,EN_GHG_N2O_WA_MT_CE_AR5,EN_POP_DNST,EN_URB_LCTY_UR_ZS,ER_FSH_AQUA_MT,FD_AST_PRVT_GD_ZS,FP_CPI_TOTL_ZG,IT_NET_USER_ZS,MS_MIL_TOTL_TF_ZS,MS_MIL_XPND_GD_ZS,NE_CON_PRVT_KD,NE_CON_PRVT_ZS,NE_EXP_GNFS_ZS,NE_IMP_GNFS_ZS,NE_TRD_GNFS_ZS,NV_AGR_TOTL_ZS,NV_IND_MANF_ZS,NV_IND_TOTL_ZS,NV_SRV_TOTL_ZS,NY_GDP_DEFL_KD_ZG,NY_GDP_PCAP_KD,PV_EST,RL_EST,SG_GEN_PARL_ZS,SH_STA_SUIC_P5,SL_UEM_TOTL_NE_ZS,SP_RUR_TOTL_ZS,SP_URB_TOTL_IN_ZS,TG_VAL_TOTL_GD_ZS,TM_VAL_AGRI_ZS_UN,TM_VAL_FOOD_ZS_UN,TX_VAL_AGRI_ZS_UN,TX_VAL_FOOD_ZS_UN,countrycode,ad_ob,ln_gdppc,ln_gdppc_sq,ln_gdppc_cb,id,advanced_country
Armenia,2012,59.11485774499473,.1482755199894183,.170172,1.991570073761855,11.59620653319283,562,92.3,88.2,81.81,2650.5,27.35990033843732,-473.2107320621685,4.676727598284028,96.8,99.5,42.29716276754604,28.80910900945744,6.6,74.34038105957087,27,77.34,982.4424153134718,43.2896148307344,2.811448034125856,1.4408,.0091,.0189,2.0405,.266,.0021,.0464,106.2205830698981,55.54581814550096,.00885,38.85746516990372,2.55802007757907,37.5,3.275069119966915,3.58376691873744,8.60318436223004,85.8798294276954,27.56181148284392,48.39986447782653,75.96167596067043,17.91268195263967,9.424758532277517,27.82709461390771,45.69893240544475,5.345804418147253,3159.758607868893,.154794976115227,-.418281972408295,10.6870229007634,7.56,17.511,36.76,63.24,53.12015870335609,1.189197063241747,18.71496198028806,.1538053726084183,24.3514773560433,ARM,20.32,8.0582514,64.935417,523.26593,11,0
Armenia,2013,59.11485774499473,.1483123759099934,.176945,2.026694766420794,11.58890059711977,562,95.70999999999999,92.48999999999999,87.51000000000001,3072.5,28.45325558749886,-315.8295243194742,3.111931853511565,97.09999999999999,99.40000000000001,41.15434500648508,28.23865110246433,6.8,73.68226022941541,27.65,75.51000000000001,959.8016823476836,41.050500477264,2.825909993381866,1.5874,.0087,.0328,1.9852,.3116,.0021,.0474,106.1468212153144,55.80763153703657,.0117,41.07974499883661,5.78966778544651,41.9,3.279649939116071,3.99724455730484,8.749438496387949,86.78850528560412,28.3534851384818,49.2015630214006,77.55504815988242,18.43476288349676,9.682575319523838,26.70904814170713,45.74975686172796,3.366824642244652,3266.298829998735,.11038514226675,-.340888947248459,10.6870229007634,6.47,16.576,36.836,63.164,53.56308994847308,1.089693815015731,19.54044076861087,.2395832092264769,28.43755421458408,ARM,20.75,8.0914125,65.470955,529.7525,11,0
Armenia,2014,59.03407095187917,.1484836419138629,.180626,2.012644889357218,11.58159466104672,562,99.12,97.40000000000001,94.63,3181.6,28.88923126792781,-377.7743239909893,3.50211415457343,97.3,99.7,42.4312814556717,25.7659052781004,7.1,71.65922884007806,29.35,72.59999999999999,1045.975113630211,38.639237611456,2.951821620545491,1.634,.0171,.0352,1.8107,.3249,.0029,.0486,105.8587987355111,56.16310449305468,.013925,47.22583743129988,2.98130868933672,54.6,3.292115952212691,3.94337826474581,8.889429512358332,85.54718554219033,28.56038165554456,47.21848530709448,75.77886696263904,18.07203634706624,9.666405536498031,25.27053294639927,47.41304374703837,2.30918242990974,3393.09252326884,-.297135800123215,-.417726755142212,10.6870229007634,6.36,17.499,36.888,63.112,50.99266329390617,1.514211805161238,18.86186608909358,.3208681374713602,29.78126242445361,ARM,21.18,8.1294966,66.088715,537.26801,11,0
Armenia,2015,58.89357218124341,.1486720362111429,.190209,2.0231822971549,11.57428872497366,562,110.61,106.65,100.33,3132.1,29.58964244567008,-155.3760619806903,1.744737017968194,97.5,100,35.91486087959995,28.32799076804718,10.7,67.62931634769741,31.47,68.89,1084.520629401358,38.1148586893988,2.936796911402516,1.6612,.0477,.0339,1.7497,.3276,.0224,.0494,105.5356515630488,56.51765383665743,.01513,43.60210499818623,3.73169119261693,59.09999999999999,3.305469103962053,4.23922578573229,8.222722298855146,77.9158468542082,29.72539121203342,41.9566831307241,71.68207434275752,17.22312003180565,9.206171059386318,25.70869943516115,48.21266939078757,1.213909904710846,3512.39350276709,-.256798654794693,-.462551325559616,10.6870229007634,6.11,18.261,36.915,63.085,44.76309027127508,1.884845259186708,19.76181821369211,.5726574071998766,28.72695158416524,ARM,21.6,8.164053,66.651764,544.1485,11,0
Armenia,2016,58.89708465050931,.1491829027838118,.194717,2.037232174218476,11.56691253951528,562,90.27,95.95,105.04,3076.1,31.044148979298,-263.3045631450797,3.165367278169948,97.59999999999999,99.8,35.28366370471633,32.17183868762816,13.2,68.2448098805489,29.42,69.08,1043.097972034164,35.8609078798257,2.892590983524379,1.6965,.066,.0394,1.7467,.3443,.0299,.0498,105.1036178433439,56.91249696043077,.016381,46.22795926356171,-1.403607559009,64.3,3.320699795212241,4.09034921699325,8.050045130527298,76.30365795863216,33.74427986063961,42.33368759871517,76.07796745935478,16.39047353384997,10.28464998129672,25.57713303956047,49.91050942677783,.2685750765013921,3533.885036070068,-.667951107025146,-.160894498229027,10.6870229007634,6,17.617,36.918,63.082,48.02706779891474,1.900890248633979,19.09424265455382,.540729935921168,30.83701649114764,ARM,22.02,8.1701527,66.751396,545.36908,11,0
Armenia,2017,58.87249736564804,.1496945693763845,.150892,2.040744643484369,11.5595363540569,562,87.87,95.23999999999999,106.9,1975.1,33.69306054939678,-223.6911667860317,2.192573376876849,97.7,99.7,36.973599484868,29.25305859626529,12.6,68.96056828066101,29.81,68.98999999999999,1105.966969817074,34.0153569947094,2.976471772840169,1.5844,.0711,.0525,1.7859,.3404,.0315,.0498,104.6505093080436,57.30036471638873,.01669,48.84238730359707,.969553268816138,64.7,3.334746630714922,3.84973057654684,9.177051448956089,80.02999302739748,38.21604565504643,48.98633088479053,87.20237653983696,14.99426012427762,10.63112610810404,25.8095323791656,50.76525835694689,2.150641898486128,3815.374742603702,-.626211166381836,-.209393918514252,18.0952380952381,3.21,17.705,36.897,63.103,55.81455689767834,1.133615169901705,18.01111712912881,.5568401633064721,30.51783458713612,ARM,22.43,8.2467937,68.009605,560.86121,11,0
Armenia,2018,58.91464699683878,.1500842034355002,.127436,2.075869336143309,11.55216016859853,562,71.73999999999999,83.48,102,2623.6,35.27009010158756,-259.8425430003176,2.142047834155438,97.8,99.90000000000001,43.31921447824413,30.02823771017841,11.1,72.731773920089,25.41,74.31,1072.336824811469,34.201366074335,3.02967329067026,1.4392,.0598,.0511,1.6268,.3243,.0306,.0496,104.2852125043906,57.62053748105226,.017,52.6231693123389,2.52023382001638,68.2,3.333645293309552,4.11988615256896,9.617549918498469,79.80088931505669,39.39289402860731,53.08021299260473,92.47310702121204,13.94231165541461,11.27191843584362,24.75655784762569,52.61630511983709,2.787709514257614,4027.833930109785,-.451066911220551,-.197214365005493,18.0952380952381,2.32,10.589,36.851,63.149,59.19919014475767,.9958105287201641,16.22015337188228,.4482227338895159,30.16770907317159,ARM,22.84,8.3009844,68.906342,571.99048,11,0
Armenia,2019,58.9041095890411,.1501434599156118,.115382,2.107481559536354,11.54478398314015,562,68.53,81.27,101.4,1690.6,36.80917232059738,-233.2822752968148,.7363615168443526,97.90000000000001,100,39.66662325823675,31.22541997655945,10.3,74.17078530184477,25.02,73.7,1163.092846756894,32.6618235324139,3.197130801687764,1.3917,.0555,.061,1.999,.3438,.0293,.0503,104.0569020021075,57.8431524356026,.01756,57.34067165130439,1.44344660770698,66.5,3.284963915676987,4.78770584078564,10.7235681590037,83.43946189533273,41.35080136208493,54.76335276678582,96.11415412887075,11.52561073795881,11.7114918602964,24.97160845734349,53.97318530169187,1.065622639234192,4343.458395830194,-.420024991035461,-.177464514970779,23.4848484848485,2.7,9.794,36.781,63.219,59.87096006597138,1.325976214817139,16.44349241706234,.3425183631302347,31.68438436673168,ARM,23.24,8.3764257,70.164505,587.72778,11,0
Armenia,2020,58.86898489638216,.1499240249873375,.11772,2.107481559536354,11.53740779768177,562,74.7,85.28,101.88,2055.8,17.02324956235839,-85.86161923810229,.4634088507636337,97.90000000000001,100,40.38019903036489,23.43454963000766,8.4,74.14726654459858,24.57,74.13,1233.304558915323,30.5796334750125,3.374506162417694,1.4126,.0568,.0558,2.1889,.3296,.0299,.0511,104.0217773094485,57.93423409105212,.01835,69.06494802679988,1.21143577838465,76.5,3.183240172761894,4.98254372367497,9.222268616832404,75.32638252825271,29.76498691519339,39.72382062441424,69.48880753960763,11.34980515545489,12.34490980171703,26.81729569792963,53.24120279733945,1.806592701599328,4032.090434549551,-.77164489030838,-.125831425189972,23.4848484848485,2.18,8.055,36.687,63.313,56.18706974576079,1.050813072704461,18.19760032556939,.3299465903833402,31.75201335171772,ARM,23.65,8.3020401,68.923866,572.20874,11,0
Australia,2000,59.28810382307383,1.233551118982687,16.79229,.0385301276961327,17.1581557606446,534,90.92,87.03,91.36,2107.3,9.440618626655379,-10797.95870497261,3.578599218889137,100,100,91.46148869776999,8.538558870538093,8.4,-117.6026899249114,1.38,93.95999999999999,5681.228859131594,7.45743282688833,28.72016851087105,89.04730000000001,.6973,1.253,16.2304,34.4675,.6627,.5026,2.476966793798732,23.58054143541005,.032083,87.53517868514533,4.45743514797224,46.8,.5407323402162133,1.82984191251005,457.6299147449565,57.36621626923646,19.39022807594684,21.54498290260369,40.93521097855054,3.110428355420614,11.5527393560031,24.55053314299339,64.36815085547343,2.550765282713101,45859.51620970453,1.33396470546722,1.72206687927246,22.972972972973,12.83,6.288,15.765,84.235,32.53471198145695,1.386924100634906,4.554207287450498,6.058121220821815,19.73299203537432,AUS,19.51,10.733338,115.20455,1236.5294,14,1
Australia,2005,53.39937258373143,1.308529718522877,20.274539,.0442575791104227,17.0105437173763,534,89.88,87.28,88.20999999999999,1694.6,8.849045202824382,-7620.252751319832,-3.606927925083775,100,100,91.07544281653182,8.924600918434287,6.7,-131.0746664331898,1.29,94.22,5624.495612647846,6.98983894162423,28.65893694772086,85.79819999999999,.5577,1.6164,22.4609,33.8115,1.1695,.5973000000000001,2.626406675084285,22.70496891534725,.044852,108.4330782402744,2.69183168316832,63,.5074948369581871,1.80249267959937,558.9737229907851,56.87347235158984,18.22437278619298,20.93637418660489,39.16074697279786,2.88586426810108,10.32522837735914,24.61850661629794,64.33185440038382,3.825480667957535,50853.1976727529,.8917076587677,1.71280241012573,24.6666666666667,11.67,5.036,15.41800000000001,84.58199999999999,33.25864047773928,.9343741880152674,4.744646129908271,3.898360579671865,16.13215685487006,AUS,22.57,10.836699,117.43404,1272.5973,14,1
Australia,2006,53.27857542663005,1.184687315014851,19.181586,.0438670710594483,16.98102130872265,534,93.3,90.95999999999999,91.2,2111.7,9.581411174060008,-6470.053660877295,4.082092962054391,100,100,90.66056779624618,9.339432203753811,6.8,-123.8069102419223,1.34,94.28,5775.116752265638,7.04814950445881,28.52228105019587,85.4222,.5515,1.5009,21.6955,32.8582,1.0683,.6304,2.662088957734012,22.53751998618171,.05164948,113.6015097314515,3.55528773727026,66,.4782300312706179,1.82233092604478,577.3538939924875,56.04015666501599,19.85353921877579,21.7059079518,41.55944717057579,2.731033378852223,9.880800532220873,25.61483015451412,63.67472501087952,5.11533977799769,51553.9685966991,.934466600418091,1.75673854351044,24.6666666666667,11.21,4.785,15.3,84.7,35.09939010889519,.8508480550746756,4.770724595731341,3.434431228532869,14.53434378970454,AUS,23.1,10.850385,117.73085,1277.425,14,1
Australia,2007,51.85367663329993,1.110304383284851,18.110965,.0527185868815329,16.95149890006899,534,59.11,76.45,90.75,981.3,10.49765243734634,-30020.09408853582,5.197717936876336,100,100,91.28505451210535,8.714945487894653,7,-127.7642908889444,1.32,94.28,5853.764132296621,7.16629810836131,28.45769910746412,82.6519,.5661,1.4408,21.7119,30.9632,1.0441,.6541,2.711118024549939,22.45961629094225,.05793612,120.511803195287,2.32761128891476,69.5,.5022042658326059,1.81227323422698,607.8473015285768,55.96677021513779,20.18350392966907,21.82451610296568,42.00802003263476,2.20601401439639,9.279234690176425,25.66594093972304,64.28670468851439,4.986051732311324,52531.76112010836,.928874909877777,1.74388742446899,26.6666666666667,11.5,4.381,15.178,84.822,35.87033036033215,.8563151660032267,5.035849381319124,3.425970958762544,12.63204030308552,AUS,23.610001,10.869173,118.13892,1284.0724,14,1
Australia,2008,50.67336604923005,1.129176680965716,20.159099,.0494513361883811,16.92197649141533,534,69.37,80.90000000000001,87.8,1332.7,9.727738221213839,-13282.41177409488,4.277015978430103,100,100,91.82883056972877,8.171169430271235,6.8,-123.5346102319989,1.16,94.34,5951.192915325609,7.30082270505242,27.83085141232853,78.678,.5542,1.4447,21.9868,29.9527,1.0597,.6814,2.765994428751806,22.34278373604624,.06080408,121.713420287771,4.35029854990048,71.7,.4892688659628371,1.79668808931838,637.0467238201348,55.85196701674848,20.14887731651223,22.69789908522086,42.84677640173309,2.3420923019017,9.193907576026021,25.60457567591166,64.42016939224112,4.569782906934705,53336.10121570077,.954700112342834,1.75908350944519,26.6666666666667,12.1,4.242,15.057,84.943,36.69401003366313,.786748968126004,4.806423808624773,2.441952676268227,11.54419050021964,AUS,24.09,10.884369,118.46949,1289.4656,14,1
Australia,2009,50.01848404774611,1.251246274315747,20.674118,.048084558009971,16.89245408276167,534,84.7,86.77,86.84999999999999,1651.4,9.832989638355853,-17469.05420395446,3.115218929100311,100,100,92.47709157727614,7.522908422723866,7.1,-128.4766171777072,1.23,95.53,5843.933129471323,7.40826124625286,27.63681956372804,79.3548,.543,1.4902,22.9309,30.4057,1.0919,.7062,2.823588378480403,22.2132196765251,.07167216,122.5074553587025,1.77111716621254,74.3,.4925037570045404,1.92393833394007,638.9761918451343,53.92380618673405,23.01098505597963,22.72987797288974,45.74086302886936,2.301098505597963,8.447244064526204,27.04597361271752,64.02146434117807,4.94917908012782,53237.00776423121,.8551205992698671,1.73300874233246,27.3333333333333,11.65,5.565,14.937,85.063,34.43314409409556,.7076623693558215,5.591237163695608,2.282876543559443,12.99461136104579,AUS,24.540001,10.882509,118.42901,1288.8048,14,1
Australia,2010,48.99209872043529,1.161584985305298,20.141256,.0489762180596957,16.86293167410802,534,85.64,86.42,85.88,1661.5,9.603414224363464,-17487.9028433707,3.094839433982103,100,100,91.38450334638112,8.61549665361888,8.199999999999999,-146.7083467757483,1.48,94.66,5762.943566415196,7.44515168368333,27.44239563357428,75.9902,.5206,1.6956,23.3922,30.1799,1.1172,.7595,2.867858584017807,22.19704871587676,.07567885,125.1963326425208,2.91834002677376,76,.4843670599907858,1.85292825768668,661.4057344611251,55.30888844932463,19.79626196598693,20.72532702814182,40.52158899412875,2.204440314584895,7.987828158997548,25.17307842695286,65.64851317389417,1.153772493285913,53578.8125049759,.888859868049622,1.75771832466125,24.6666666666667,12.13,5.214,14.818,85.182,36.0601682575315,.6988498902432695,5.306835751199134,2.491043370665718,10.58580435284215,AUS,24.959999,10.888909,118.56834,1291.08,14,1
